ts,device,co2,temp,rh,rssi
1770186432789,dev01,1280,24.5,47.4,
1770186432991,dev01,1179,25,54.8,
1770186433191,dev01,1128,26.2,62.2,
1770186433398,dev01,1251,25.4,56.4,
1770186433610,dev01,655,20.4,64.1,
1770186433818,dev01,1065,26.6,68.8,
1770186434028,dev01,530,24.9,66.7,
1770186434237,dev01,1246,24.6,61.4,
1770186434441,dev01,1010,23.6,64.8,
1770186434642,dev01,460,25.6,45.2,
1770186434859,dev01,725,20.1,54.9,
1770186435068,dev01,878,25.6,50.6,
1770186435277,dev01,987,24.9,73.5,
1770186435482,dev01,723,27.3,68.7,
1770186435688,dev01,1030,22.4,53.5,
1770186435897,dev01,867,20.7,50.4,
1770186436106,dev01,979,24.8,74.6,
1770186436315,dev01,767,25.2,48.6,
1770186436516,dev01,859,22.8,74.7,
1770186436728,dev01,915,24.1,43.7,
1770186436929,dev01,863,21,54.3,
1770186437132,dev01,1135,25.7,72.8,
1770186437342,dev01,1296,23.6,40.2,
1770186437543,dev01,615,24.8,46.6,
1770186437757,dev01,905,23.2,62.3,
1770186437967,dev01,424,25,44.2,
1770186438178,dev01,772,24.4,41.7,
1770186438386,dev01,627,26.8,36.1,
1770186438597,dev01,829,23.6,39.4,
1770186438798,dev01,561,21.6,51.2,
1770186439006,dev01,659,22.4,64.9,
1770186439215,dev01,710,21.5,35.9,
1770186439418,dev01,981,25.9,55.1,
1770186439622,dev01,694,27.5,55.8,
1770186439825,dev01,841,21.1,43.9,
1770186440035,dev01,431,23.8,56.9,
1770186440244,dev01,662,22.7,39.1,
1770186440452,dev01,633,24.7,73.5,
1770186440662,dev01,456,22.6,70.8,
1770186440868,dev01,599,24.4,74.6,
1770186441078,dev01,1156,25.3,45.7,
1770186441286,dev01,691,25.5,69.4,
1770186441488,dev01,1065,27.6,38.4,
1770186441699,dev01,983,22.8,70,
1770186441900,dev01,1299,22.9,57.4,
1770186442104,dev01,556,21.5,39.7,
1770186442305,dev01,667,27.6,46.1,
1770186442506,dev01,1235,24,41.9,
1770186442716,dev01,683,23.4,52.8,
1770186442925,dev01,820,26.1,72.3,
1770186443134,dev01,859,21.6,40.9,
1770186443344,dev01,780,26.7,38.3,
1770186443543,dev01,1259,24.3,55.4,
1770186443759,dev01,419,21.9,63.7,
1770186443969,dev01,1058,23.1,59,
1770186444178,dev01,1039,23.3,59.2,
1770186444383,dev01,1227,20.9,67,
1770186444587,dev01,1285,27.4,35.2,
1770186444788,dev01,1215,26.1,53.2,
1770186444996,dev01,1234,22.9,37,
1770186445207,dev01,473,22.8,37.1,
1770186445414,dev01,837,22.5,50,
1770186445624,dev01,726,27.6,44,
1770186445835,dev01,1252,22.3,51.7,
1770186446038,dev01,651,21.5,47.3,
1770186446254,dev01,1040,25,44.5,
1770186446462,dev01,443,26.5,63.8,
1770186446674,dev01,1080,22.5,72.7,
1770186446882,dev01,1050,23.5,48.1,
1770186447086,dev01,746,23.9,45.9,
1770186447288,dev01,777,20.8,39.1,
1770186447488,dev01,646,21.1,60.6,
1770186447698,dev01,988,21.4,36.6,
1770186447901,dev01,882,26.6,41,
1770186448117,dev01,1070,25.3,52.8,
1770186448317,dev01,1296,21.8,64.6,
1770186448518,dev01,581,25,60.7,
1770186448733,dev01,1281,20.8,58.9,
1770186448942,dev01,837,25,64.9,
1770186449151,dev01,780,21.4,43,
1770186449361,dev01,754,20.5,68.3,
1770186449562,dev01,1036,21.3,56.3,
1770186449765,dev01,1222,21.7,63,
1770186449971,dev01,947,21.1,61.9,
1770186450180,dev01,1212,27.9,36.9,
1770186450389,dev01,1260,26.5,37.1,
1770186450604,dev01,633,23.9,43.2,
1770186450815,dev01,825,25.2,52.7,
1770186451025,dev01,1176,25.6,69.9,
1770186451234,dev01,579,25.2,48.7,
1770186451450,dev01,1250,20.7,51.8,
1770186451659,dev01,1255,21.5,41.6,
1770186451867,dev01,1274,24.1,39.1,
1770186452068,dev01,781,21.7,46.3,
1770186452270,dev01,741,23.3,41.5,
1770186452474,dev01,550,27.6,47.2,
1770186452680,dev01,799,21.6,52.2,
1770186452888,dev01,1039,26.1,39.6,
1770186453097,dev01,1086,21.3,66,
1770186453306,dev01,652,22.6,41.7,
1770186453507,dev01,636,24.4,39.2,
1770186453718,dev01,808,20.5,49.9,
1770186453928,dev01,446,26.2,49.5,
1770186454137,dev01,664,24.4,68.9,
1770186454345,dev01,704,20.2,68.9,
1770186454549,dev01,960,26.4,62.1,
1770186454752,dev01,965,22.8,39.1,
1770186454958,dev01,545,21,35.4,
1770186455166,dev01,1042,22.1,38.2,
1770186455375,dev01,435,24.7,36.5,
1770186455590,dev01,879,21.3,64.9,
1770186455791,dev01,472,21.6,67.1,
1770186455999,dev01,1136,25.4,71.2,
1770186456202,dev01,546,23.9,51.7,
1770186456402,dev01,549,23.7,48.1,
1770186456610,dev01,887,20.5,59.2,
1770186456826,dev01,603,24.3,39.9,
1770186457029,dev01,880,27.9,63.9,
1770186457233,dev01,647,22,37,
1770186457441,dev01,882,25.6,40.9,
1770186457650,dev01,877,25.7,58.4,
1770186457857,dev01,581,25.3,42.4,
1770186458066,dev01,1274,22.5,60.2,
1770186458275,dev01,897,20.7,53,
1770186458493,dev01,1201,20.4,66.1,
1770186458702,dev01,1031,26.6,47.9,
1770186458910,dev01,535,20.4,41.6,
1770186459119,dev01,483,20.1,69.6,
1770186459334,dev01,429,27.3,52.2,
1770186459539,dev01,589,21.6,69,
1770186459740,dev01,916,26.6,51.6,
1770186459953,dev01,418,23.7,49.5,
1770186460166,dev01,1046,20.7,46.8,
1770186460380,dev01,790,20.1,60.4,
1770186460581,dev01,719,21,74.9,
1770186460782,dev01,673,21.7,45.9,
1770186460993,dev01,1076,23.4,67,
1770186461194,dev01,489,27.5,58.7,
1770186461409,dev01,495,27.3,53.1,
1770186461611,dev01,710,21.2,46.8,
1770186461826,dev01,639,25.8,69.2,
1770186462036,dev01,1207,21.8,64,
1770186462239,dev01,415,27.1,45.9,
1770186462441,dev01,1071,23,35.1,
1770186462650,dev01,706,26.1,37.6,
1770186462860,dev01,1220,21.1,65.9,
1770186463068,dev01,506,21.6,41.4,
1770186463276,dev01,466,21.8,69.3,
1770186463477,dev01,1007,25.6,52.9,
1770186463688,dev01,1227,22.7,62,
1770186463896,dev01,769,24.4,39.3,
1770186464100,dev01,823,24.9,40.6,
1770186464315,dev01,536,20.2,63.3,
1770186464523,dev01,483,24.6,38.2,
1770186464727,dev01,457,22.6,64.6,
1770186464952,dev01,440,23.1,54.5,
1770186465167,dev01,1250,24.5,52.5,
1770186465376,dev01,642,21,42.2,
1770186465591,dev01,916,21.9,47.2,
1770186465793,dev01,443,24.9,54.2,
1770186466002,dev01,668,27.6,67.5,
1770186466211,dev01,792,20,51.5,
1770186466420,dev01,1272,20.6,43.6,
1770186466631,dev01,1245,23.3,39.5,
1770186466846,dev01,947,23.1,73.5,
1770186467056,dev01,1111,20.8,35.5,
1770186467258,dev01,468,27.8,35.5,
1770186467466,dev01,844,20.8,35.4,
1770186467672,dev01,1062,25.2,35.1,
1770186467880,dev01,940,23.9,47,
1770186468090,dev01,997,23.8,49.8,
1770186468299,dev01,409,27.4,44.7,
1770186468501,dev01,839,20.5,43.1,
1770186468709,dev01,562,22.3,38.7,
1770186468917,dev01,851,21.2,63.7,
1770186469126,dev01,980,27.5,56.4,
1770186469335,dev01,964,25.9,49.5,
1770186469544,dev01,988,20.8,70.7,
1770186469745,dev01,406,21.6,36.4,
1770186469951,dev01,1190,27.6,36.3,
1770186470160,dev01,557,27.2,62.4,
1770186470369,dev01,960,21.8,37.8,
1770186470568,dev01,1152,24.7,41.5,
1770186470783,dev01,868,27.8,62.6,
1770186470995,dev01,614,24.8,54.5,
1770186471203,dev01,959,27.1,69.3,
1770186471412,dev01,414,23.6,46.7,
1770186471621,dev01,613,25.2,56.4,
1770186471831,dev01,825,24.6,55,
1770186472042,dev01,847,22.1,49.5,
1770186472246,dev01,1107,23,60.7,
1770186472450,dev01,639,26.2,44.2,
1770186472650,dev01,1153,24.5,51.1,
1770186472859,dev01,1046,22.6,58.2,
1770186473069,dev01,1147,24.6,66.1,
1770186473279,dev01,1061,27.8,72.5,
1770186473481,dev01,741,22.7,45.3,
1770186473688,dev01,932,22.1,74.3,
1770186473895,dev01,561,27.6,46.6,
1770186474108,dev01,728,23.5,59.4,
1770186474322,dev01,1036,27.8,40.2,
1770186474534,dev01,966,21.5,57,
1770186474738,dev01,969,24.8,57.4,
1770186474938,dev01,665,23,41.2,
1770186475152,dev01,1184,26.5,44.2,
1770186475361,dev01,1299,23.9,55.1,
1770186475576,dev01,727,27.4,55.6,
1770186475777,dev01,815,24.7,70.5,
1770186475986,dev01,1184,26.2,54.8,
1770186476195,dev01,1158,21.1,43.9,
1770186476402,dev01,775,20.6,62.7,
1770186476602,dev01,1078,26.5,36.5,
1770186476803,dev01,560,24.9,66.8,
1770186477011,dev01,756,20.9,58.4,
1770186477212,dev01,609,23.6,60.7,
1770186477415,dev01,1260,20.6,43.1,
1770186477618,dev01,1255,23.4,53.6,
1770186477833,dev01,747,26.9,44.2,
1770186478046,dev01,1028,20.4,61.4,
1770186478252,dev01,808,22.3,55.2,
1770186478461,dev01,996,20.8,54.8,
1770186478661,dev01,732,26.6,46.3,
1770186478871,dev01,892,26.3,56.3,
1770186479081,dev01,1233,24.3,68.5,
1770186479290,dev01,841,21.5,45.5,
1770186479491,dev01,793,23.6,59.2,
1770186479697,dev01,1259,20.8,40.2,
1770186479899,dev01,915,27.8,35.4,
1770186480101,dev01,922,26.8,73.1,
1770186480310,dev01,1256,22.4,73.6,
1770186480511,dev01,1129,21.7,49.2,
1770186480721,dev01,659,24.5,35.5,
1770186480928,dev01,1091,21.3,54.5,
1770186481138,dev01,502,23.8,58.9,
1770186481346,dev01,1189,27,50.7,
1770186481550,dev01,927,23.7,66.1,
1770186481767,dev01,1183,21.8,67.9,
1770186481971,dev01,419,26.1,35.4,
1770186482181,dev01,903,20.4,50.1,
1770186482383,dev01,763,21.1,54.5,
1770186482585,dev01,794,20.6,72.1,
1770186482800,dev01,1208,21.1,36.8,
1770186483010,dev01,899,21.1,37.5,
1770186483219,dev01,745,26.6,57.9,
1770186483428,dev01,1082,23.9,39.7,
1770186483638,dev01,1000,23.8,38.8,
1770186483846,dev01,1203,26.2,57.8,
1770186484057,dev01,684,24.4,40.1,
1770186484265,dev01,1025,27.2,40.3,
1770186484491,dev01,1032,23.4,62.1,
1770186484697,dev01,476,21.5,52.2,
1770186484898,dev01,1010,25.6,61.3,
1770186485102,dev01,999,22.5,46,
1770186485310,dev01,797,27.9,65.5,
1770186485510,dev01,867,23.1,48.4,
1770186485720,dev01,585,21.7,40.4,
1770186485929,dev01,672,25.5,35.1,
1770186486138,dev01,1160,21,68.6,
1770186486347,dev01,936,25.3,49,
1770186486561,dev01,1062,26.6,69.3,
1770186486762,dev01,430,22.7,45.3,
1770186486971,dev01,1160,21.2,40.3,
1770186487181,dev01,909,20.8,51.2,
1770186487383,dev01,443,24.2,57.2,
1770186487586,dev01,512,20.3,40.8,
1770186487800,dev01,558,24.8,41,
1770186488011,dev01,1267,24.1,46,
1770186488218,dev01,992,24.2,65.6,
1770186488428,dev01,1138,27.7,41.1,
1770186488637,dev01,411,23.4,36.1,
1770186488837,dev01,1026,21.7,68.3,
1770186489046,dev01,619,24.2,54.8,
1770186489249,dev01,1042,23.9,44.9,
1770186489463,dev01,764,23.5,38.7,
1770186489673,dev01,1073,23.1,66.4,
1770186489878,dev01,1135,23,63,
1770186490079,dev01,589,27.3,67.2,
1770186490288,dev01,507,26.5,62.9,
1770186490488,dev01,766,22,62.1,
1770186490688,dev01,1283,23.8,65.6,
1770186490905,dev01,880,23,44.9,
1770186491119,dev01,1136,26.4,58.2,
1770186491331,dev01,1205,24.1,42.5,
1770186491546,dev01,913,27,53.1,
1770186491761,dev01,679,24.8,49.7,
1770186491972,dev01,1041,25.3,68.4,
1770186492181,dev01,814,25.4,65.3,
1770186492384,dev01,594,23.8,35,
1770186492586,dev01,577,24.7,38.8,
1770186492793,dev01,601,24,54.9,
1770186492993,dev01,1084,27.5,71,
1770186493203,dev01,1215,25.2,60.9,
1770186493412,dev01,629,26,67.3,
1770186493622,dev01,442,26.7,41.6,
1770186493837,dev01,788,21.3,73.9,
1770186494047,dev01,555,26.6,68,
1770186494256,dev01,433,26.5,65.2,
1770186494467,dev01,1018,24.7,72.6,
1770186494676,dev01,564,27.3,59.8,
1770186494879,dev01,599,25.6,59.4,
1770186495081,dev01,496,24.5,59.2,
1770186495282,dev01,999,21.7,41.1,
1770186495499,dev01,1263,20.3,62.4,
1770186495706,dev01,1262,27.3,65.3,
1770186495914,dev01,546,22.7,54.8,
1770186496124,dev01,1086,23,52.6,
1770186496334,dev01,897,26.6,71.1,
1770186496550,dev01,1039,25.2,45.4,
1770186496764,dev01,571,20.8,55.1,
1770186496977,dev01,1117,27.7,45.9,
1770186497182,dev01,1000,21.5,67.7,
1770186497384,dev01,919,22.5,46.4,
1770186497588,dev01,700,20.8,41.7,
1770186497796,dev01,1243,22.3,51.9,
1770186497998,dev01,1106,20.8,53.9,
1770186498204,dev01,1079,23.7,38.6,
1770186498413,dev01,754,26.1,70.9,
1770186498622,dev01,712,21.7,35.3,
1770186498822,dev01,750,27.2,61.3,
1770186499031,dev01,995,20.4,36.1,
1770186499241,dev01,478,27.4,64.3,
1770186499450,dev01,401,25,47.1,
1770186499660,dev01,927,23.7,67.2,
1770186499869,dev01,1183,22.4,63.2,
1770186500073,dev01,488,20.3,44.6,
1770186500279,dev01,845,27.5,36.3,
1770186500480,dev01,926,25.4,65.5,
1770186500690,dev01,471,20.1,49.7,
1770186500897,dev01,1000,24.2,54.2,
1770186501107,dev01,565,27.8,42.2,
1770186501315,dev01,430,26.9,59.9,
1770186501517,dev01,1201,27.7,37,
1770186501725,dev01,605,25.2,45.1,
1770186501938,dev01,459,25.3,66.9,
1770186502148,dev01,699,26,36.1,
1770186502354,dev01,454,21,71.1,
1770186502562,dev01,1174,22.9,43.9,
1770186502774,dev01,1176,27.7,52,
1770186502985,dev01,1188,24.2,71.3,
1770186503194,dev01,1026,27.7,35.4,
1770186503404,dev01,1299,22.9,64.3,
1770186503618,dev01,1035,26,40.3,
1770186503820,dev01,1297,26.8,38.2,
1770186504029,dev01,1017,20.8,40.6,
1770186504239,dev01,407,21.3,37.2,
1770186504447,dev01,1287,28,70.1,
1770186504659,dev01,501,27.1,72.1,
1770186504863,dev01,417,21.4,36.1,
1770186505065,dev01,540,24.8,37.6,
1770186505270,dev01,1105,27.9,35.8,
1770186505480,dev01,1085,21.8,62.9,
1770186505689,dev01,1185,24.6,62.6,
1770186505897,dev01,960,23.4,49.4,
1770186506107,dev01,771,27.9,55.5,
1770186506317,dev01,704,21.3,56.6,
1770186506518,dev01,669,21.6,41.2,
1770186506725,dev01,1293,27,60.4,
1770186506934,dev01,861,20.1,74.6,
1770186507144,dev01,1097,23.3,72,
1770186507353,dev01,1239,21.5,36.3,
1770186507554,dev01,911,24.7,65.4,
1770186507756,dev01,1231,21.9,44.6,
1770186507968,dev01,953,27.7,59,
1770186508179,dev01,1090,22.5,44.8,
1770186508386,dev01,949,20.4,57.3,
1770186508587,dev01,1283,25.4,38.5,
1770186508801,dev01,1299,21,72.8,
1770186509002,dev01,561,26.6,45.7,
1770186509202,dev01,738,27.6,45.4,
1770186509411,dev01,986,23.4,59.6,
1770186509611,dev01,1215,25.1,74.8,
1770186509823,dev01,1242,20.2,49.8,
1770186510025,dev01,1189,24.1,56.6,
1770186510228,dev01,912,24.8,36.5,
1770186510433,dev01,904,23.7,36.3,
1770186510643,dev01,553,21.1,71.3,
1770186510844,dev01,1183,27.7,63.9,
1770186511060,dev01,927,27.9,45.3,
1770186511275,dev01,1229,22.2,68.2,
1770186511474,dev01,1031,27.9,59.3,
1770186511675,dev01,1052,24.8,49.2,
1770186511891,dev01,874,24.8,37.5,
1770186512093,dev01,1092,26.4,43.3,
1770186512308,dev01,1190,25.4,64.5,
1770186512512,dev01,867,26.2,59.8,
1770186512716,dev01,426,22.7,55.7,
1770186512924,dev01,622,24.4,55.6,
1770186513124,dev01,564,25.6,72.7,
1770186513339,dev01,833,23.4,43.4,
1770186513541,dev01,515,25.8,44.9,
1770186513750,dev01,748,27.5,50.5,
1770186513951,dev01,957,20.5,68.4,
1770186514159,dev01,952,20,61,
1770186514359,dev01,1132,26.5,48.6,
1770186514565,dev01,1235,22.9,35.5,
1770186514776,dev01,569,21.3,36.8,
1770186514981,dev01,1204,26.3,45.9,
1770186515182,dev01,1173,22.5,36.5,
1770186515393,dev01,624,20.5,69.9,
1770186515593,dev01,561,25.2,38.7,
1770186515807,dev01,1061,22.9,59.8,
1770186516009,dev01,818,25.7,42.6,
1770186516219,dev01,1291,27.5,69.3,
1770186516419,dev01,952,22.6,37.7,
1770186516619,dev01,1232,21.4,44.1,
1770186516834,dev01,1004,22.2,69.3,
1770186517034,dev01,1008,21.2,50.6,
1770186517250,dev01,485,20.4,74.1,
1770186517460,dev01,705,22.1,64.2,
1770186517665,dev01,1135,25.6,50.4,
1770186517869,dev01,412,21.4,36.7,
1770186518069,dev01,965,26.4,37.2,
1770186518284,dev01,644,20.4,61.1,
1770186518486,dev01,1295,26.1,62.8,
1770186518688,dev01,414,24.7,69.6,
1770186518895,dev01,904,21.5,42,
1770186519105,dev01,805,27.4,68.7,
1770186519314,dev01,928,23.9,57,
1770186519516,dev01,1030,21.2,62.8,
1770186519724,dev01,600,23.7,60.6,
1770186519935,dev01,1219,22.2,50,
1770186520138,dev01,528,20.8,71.6,
1770186520339,dev01,601,23.2,52.1,
1770186520540,dev01,957,23.1,45,
1770186520743,dev01,532,26.1,63.7,
1770186520956,dev01,953,27.4,69.4,
1770186521166,dev01,1013,22,35.3,
1770186521375,dev01,511,20.4,56.9,
1770186521590,dev01,601,24.4,62.4,
1770186521804,dev01,1032,26,56.3,
1770186522014,dev01,1096,23,57.3,
1770186522230,dev01,895,27.3,45.9,
1770186522442,dev01,972,25.1,36,
1770186522647,dev01,659,24.6,37.3,
1770186522849,dev01,862,26.8,55.7,
1770186523052,dev01,1014,26.5,74.2,
1770186523261,dev01,639,20.4,58.8,
1770186523473,dev01,472,25.1,50.5,
1770186523682,dev01,873,27.9,41,
1770186523882,dev01,1280,25,74.1,
1770186524091,dev01,576,24.1,46.7,
1770186524295,dev01,449,26.6,65.8,
1770186524501,dev01,740,21.9,74.8,
1770186524701,dev01,773,25.8,40.2,
1770186524909,dev01,967,25.7,61,
1770186525113,dev01,436,26.2,39.8,
1770186525317,dev01,895,27.6,70.2,
1770186525518,dev01,1288,21.6,71.8,
1770186525736,dev01,660,22.6,53.4,
1770186525942,dev01,727,23,68.7,
1770186526142,dev01,807,23.3,35.6,
1770186526350,dev01,694,25.2,49.3,
1770186526551,dev01,584,27.7,46.4,
1770186526752,dev01,572,27.2,51.2,
1770186526961,dev01,860,22.1,61.4,
1770186527176,dev01,619,23.9,74.4,
1770186527387,dev01,900,25.8,40.2,
1770186527588,dev01,1201,22.2,51.1,
1770186527792,dev01,914,21.9,74.5,
1770186527998,dev01,1034,26.7,59.5,
1770186528212,dev01,1276,22.9,64.9,
1770186528422,dev01,746,24.6,36.2,
1770186528623,dev01,465,25.5,50.3,
1770186528837,dev01,1022,26.1,58,
1770186529048,dev01,747,26.2,71.2,
1770186529249,dev01,452,20.3,69.8,
1770186529468,dev01,1289,20.8,58.6,
1770186529674,dev01,446,20.8,47.8,
1770186529885,dev01,711,21.7,37.1,
1770186530090,dev01,635,21.4,47.5,
1770186530292,dev01,666,22.2,39.5,
1770186530499,dev01,571,27.9,66.6,
1770186530708,dev01,1236,20.5,51,
1770186530909,dev01,1279,25.5,45.3,
1770186531124,dev01,883,22.2,58.7,
1770186531332,dev01,1252,24.4,50.9,
1770186531534,dev01,1265,24,37.9,
1770186531735,dev01,583,22.4,38.4,
1770186531949,dev01,404,23.1,39.3,
1770186532150,dev01,833,27.1,74.6,
1770186532365,dev01,532,23.1,63,
1770186532574,dev01,854,22.6,56.7,
1770186532777,dev01,645,24.2,57.7,
1770186532980,dev01,624,22.5,39.8,
1770186533181,dev01,504,24.9,52.3,
1770186533381,dev01,799,26,40.3,
1770186533596,dev01,530,20,69.3,
1770186533798,dev01,1123,26.8,69.7,
1770186534014,dev01,788,22.2,42.3,
1770186534214,dev01,670,24.2,67.3,
1770186534415,dev01,1220,22.6,72.8,
1770186534630,dev01,773,26.2,49.4,
1770186534831,dev01,1081,20.9,60.2,
1770186535040,dev01,970,27.9,56.5,
1770186535241,dev01,747,21.7,68,
1770186535444,dev01,821,26,59.5,
1770186535656,dev01,1283,27.9,55.4,
1770186535872,dev01,649,25.1,36.5,
1770186536074,dev01,1060,22,41,
1770186536283,dev01,988,26.6,58.8,
1770186536499,dev01,803,22.4,45.5,
1770186536702,dev01,545,23.8,51.8,
1770186536903,dev01,984,25.3,58.6,
1770186537105,dev01,767,20.1,58.8,
1770186537310,dev01,891,27.9,45.3,
1770186537512,dev01,1047,20.8,53.6,
1770186537717,dev01,922,22.8,54.9,
1770186537918,dev01,1238,25.3,43.8,
1770186538129,dev01,952,22.3,65.2,
1770186538331,dev01,562,20.6,40.8,
1770186538547,dev01,798,24.5,61.9,
1770186538749,dev01,1181,27.9,64.2,
1770186538950,dev01,890,23.4,66.2,
1770186539162,dev01,615,27.2,59.4,
1770186539363,dev01,757,20.6,72.9,
1770186539567,dev01,1226,26.6,35.1,
1770186539780,dev01,605,27.7,38.9,
1770186539994,dev01,426,25.5,71.4,
1770186540199,dev01,868,22.3,67.2,
1770186540401,dev01,894,23.1,50.3,
1770186540610,dev01,703,27.1,73.4,
1770186540810,dev01,1074,23.1,61.6,
1770186541011,dev01,416,24.4,59.1,
1770186541213,dev01,1044,20.1,45.4,
1770186541428,dev01,873,22.8,39.2,
1770186541629,dev01,837,24.1,49.9,
1770186541830,dev01,1268,27.6,35.3,
1770186542043,dev01,1128,27,38,
1770186542244,dev01,1150,23.2,35.5,
1770186542444,dev01,495,20.1,68.3,
1770186542647,dev01,641,20.5,38.1,
1770186542850,dev01,848,22.6,55.6,
1770186543052,dev01,993,22.1,65,
1770186543254,dev01,1146,20.9,65.7,
1770186543454,dev01,1109,23.9,56.5,
1770186543668,dev01,733,23.2,70.8,
1770186543869,dev01,459,26.4,46.4,
1770186544078,dev01,1256,26.8,73.5,
1770186544286,dev01,962,24.8,51.2,
1770186544486,dev01,724,27.1,67.7,
1770186544694,dev01,413,21.4,51.9,
1770186544908,dev01,741,22.1,73.7,
1770186545116,dev01,428,23.3,71,
1770186545318,dev01,1098,22.6,71.4,
1770186545521,dev01,862,21,63.2,
1770186545728,dev01,504,23.4,71.7,
1770186545937,dev01,515,26.2,66.2,
1770186546141,dev01,1056,21.4,56,
1770186546355,dev01,610,23.4,61.9,
1770186546568,dev01,936,25.5,52.1,
1770186546778,dev01,1281,27.4,73.4,
1770186546988,dev01,545,27,61.1,
1770186547195,dev01,635,20.7,59.1,
1770186547405,dev01,795,21.1,44.1,
1770186547619,dev01,1262,26,47.7,
1770186547822,dev01,704,26.5,46.2,
1770186548024,dev01,1186,23.8,48.3,
1770186548228,dev01,1104,24.2,74.5,
1770186548437,dev01,1260,27.8,57.2,
1770186548637,dev01,731,24.2,72.3,
1770186548837,dev01,1004,27.5,39.8,
1770186549045,dev01,909,21,46.1,
1770186549254,dev01,429,21.4,74.1,
1770186549465,dev01,1195,22,52.2,
1770186549675,dev01,1100,22.4,63.8,
1770186549876,dev01,1281,21.6,44.6,
1770186550085,dev01,893,21.3,46.8,
1770186550290,dev01,620,27.3,72.5,
1770186550491,dev01,676,20.7,51.1,
1770186550696,dev01,598,27.7,42,
1770186550909,dev01,1188,24.6,39.3,
1770186551122,dev01,696,25,47.5,
1770186551330,dev01,943,26.8,42.7,
1770186551532,dev01,1210,26,47.2,
1770186551743,dev01,553,22.2,69.9,
1770186551953,dev01,411,24.9,50,
1770186552152,dev01,641,22.7,58.4,
1770186552361,dev01,1028,26.9,47.7,
1770186552577,dev01,509,26.8,43.2,
1770186552790,dev01,1270,26.6,57.7,
1770186552992,dev01,1252,23.9,71.5,
1770186553192,dev01,913,21,50.6,
1770186553403,dev01,1222,24.1,72.2,
1770186553603,dev01,556,22.1,65.4,
1770186553814,dev01,925,20.3,39.2,
1770186554021,dev01,1131,25.2,35.4,
1770186554230,dev01,884,25.8,60.8,
1770186554439,dev01,844,20.5,39,
1770186554654,dev01,571,24.4,38.1,
1770186554854,dev01,1072,24.4,56.1,
1770186555063,dev01,995,22.3,51.2,
1770186555269,dev01,535,23.7,46.2,
1770186555472,dev01,1154,27.4,54.1,
1770186555676,dev01,784,25.7,46.8,
1770186555876,dev01,1108,27.1,49,
1770186556085,dev01,786,21.4,71.3,
1770186556288,dev01,527,26.8,41.6,
1770186556494,dev01,1054,23.1,68.8,
1770186556704,dev01,1149,25.1,58.1,
1770186556904,dev01,818,21.3,39.5,
1770186557113,dev01,964,27.2,40.9,
1770186557322,dev01,639,22.4,70.5,
1770186557537,dev01,504,27.8,54.7,
1770186557747,dev01,1165,23.6,42.5,
1770186557951,dev01,661,21.7,70.5,
1770186558152,dev01,1117,26.3,57.9,
1770186558362,dev01,697,22.1,66.5,
1770186558573,dev01,970,20.3,35.9,
1770186558782,dev01,1093,25.5,66.7,
1770186558991,dev01,735,20.5,67,
1770186559201,dev01,600,26.2,41.3,
1770186559409,dev01,728,21.5,49.6,
1770186559625,dev01,1022,25.6,58.6,
1770186559840,dev01,1071,21.4,65,
1770186560051,dev01,782,20.4,42.6,
1770186560262,dev01,454,27.1,69,
1770186560463,dev01,898,20.8,59.3,
1770186560667,dev01,1077,21.5,54.7,
1770186560869,dev01,1032,20.1,38.8,
1770186561077,dev01,760,24.3,40.8,
1770186561287,dev01,875,26.1,64.6,
1770186561518,dev01,516,22.9,74.7,
1770186561731,dev01,926,23.6,65.1,
1770186561939,dev01,894,21.1,44.3,
1770186562141,dev01,669,23,62.8,
1770186562356,dev01,785,27.7,58,
1770186562570,dev01,813,27,61.2,
1770186562780,dev01,501,25,44.2,
1770186562985,dev01,964,25.1,50.9,
1770186563199,dev01,414,20.3,65.6,
1770186563409,dev01,829,26,74.3,
1770186563610,dev01,811,25.3,61.1,
1770186563818,dev01,575,21,51.7,
1770186564027,dev01,1088,25.7,50.9,
1770186564236,dev01,1041,20.5,69.5,
1770186564445,dev01,1038,21.7,49.5,
1770186564645,dev01,637,24.9,37.1,
1770186564845,dev01,831,25.3,55.7,
1770186565053,dev01,918,22.9,46,
1770186565261,dev01,542,22.7,69.9,
1770186565471,dev01,476,23.7,60.5,
1770186565673,dev01,1255,22.6,59.5,
1770186565873,dev01,822,25.7,70.3,
1770186566083,dev01,924,20.5,69.2,
1770186566292,dev01,637,20.1,54.4,
1770186566493,dev01,468,23.1,70,
1770186566701,dev01,1297,27.5,69.2,
1770186566900,dev01,813,20.9,61.3,
1770186567109,dev01,799,25.4,37.7,
1770186567320,dev01,722,23.3,43.5,
1770186567522,dev01,697,27.1,72.5,
1770186567729,dev01,1241,23.2,61.6,
1770186567936,dev01,1032,25.1,46.5,
1770186568138,dev01,1156,23.4,50.8,
1770186568344,dev01,664,20.9,66.6,
1770186568547,dev01,1013,28,63.2,
1770186568754,dev01,1279,23.9,55.4,
1770186568963,dev01,603,24,57.6,
1770186569172,dev01,1235,21.5,40.6,
1770186569381,dev01,1186,22.8,56.5,
1770186569596,dev01,772,25.6,74.8,
1770186569798,dev01,520,20.3,58.6,
1770186570008,dev01,984,22.8,36.2,
1770186570215,dev01,1209,24.7,47.8,
1770186570422,dev01,1215,22.3,61.3,
